Unnamed: 0,Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,SO2,AQI_Category
-1.7319769886242034,Russian Federation,Praskoveya,-0.05765300721685222,0.0,Good,0.6267588491317918,Good,-0.8622340516644199,Good,0.027437267743906976,L1,1.240565528937628,Moderate
-1.7318293475886033,Brazil,Presidente Dutra,-0.5966681922379725,0.0,Good,-2.1468609827781884,Good,-0.2806276362377213,Good,-0.4278389791268769,L0,-0.16787965466321836,Good
-1.7316817065530032,Italy,Priolo Gargallo,0.7508697703148282,0.0,Good,0.8951736715746932,Good,0.30097877918897736,Good,0.7103516380500827,L1,-1.0172296693731584,Moderate
-1.7315340655174032,Poland,Przasnysz,-0.9739788217527566,0.0,Good,0.44781563416985765,Good,-0.8622340516644199,Good,-1.383919097555523,L0,-0.172014400048897,Good
-1.7313864244818034,France,Punaauia,-1.620797043778101,0.0,Good,-0.6258436556017475,Good,-0.8622340516644199,Good,-2.0213058431746203,L0,1.6088114733095895,Good
-1.7312387834462033,United States of America,Punta Gorda,0.10405154828948385,0.0,Good,-1.3416165154494843,Good,-0.2806276362377213,Good,0.16402014180514213,L1,0.8890526800028733,Moderate
-1.7310911424106032,Germany,Puttlingen,0.53526369630638,0.0,Good,0.5372872416508248,Good,0.8825851946156761,Good,0.5282411393017692,L1,0.44874280541473266,Moderate
-1.7309435013750032,Belgium,Puurs,0.643066733310604,0.0,Good,0.00045759676502216807,Good,-0.2806276362377213,Good,0.619296388675926,L1,0.853410486628902,Moderate
-1.7307958603394031,Russian Federation,Pyatigorsk,0.10405154828948385,0.0,Good,1.0741168865366273,Good,-0.2806276362377213,Good,0.16402014180514213,L1,1.4210872896191586,Moderate
-1.730648219303803,Egypt,Qalyub,-0.11155452571896425,0.0,Good,0.17940081172695635,Moderate,-0.2806276362377213,Good,-0.01809035694317141,L2,-0.5174964036063471,Unhealthy for Sensitive Groups
-1.730500578268203,China,Qinzhou,0.8586728073190522,0.0,Good,0.17940081172695635,Moderate,-0.2806276362377213,Good,0.34613064055345566,L1,-0.123748317725641,Moderate
-1.730352937232603,Netherlands,Raalte,-0.5966681922379725,0.0,Good,-0.4469004406398133,Good,2.627404440895772,Good,-0.4278389791268769,L0,-0.6116591106165917,Good
-1.730205296197003,India,Radaur,-0.11155452571896425,0.0,Good,0.17940081172695635,Unhealthy for Sensitive Groups,-0.2806276362377213,Good,-0.01809035694317141,L3,1.1917576402442684,Unhealthy
-1.7300576551614029,Pakistan,Radhan,-0.11155452571896425,0.0,Good,1.8793613538653313,Good,-0.2806276362377213,Good,-0.01809035694317141,L3,0.06500922489700026,Unhealthy
-1.7299100141258028,Republic of North Macedonia,Radovis,1.6671955848507325,0.0,Good,1.5214749239414629,Good,-0.8622340516644199,Good,1.4843212577304152,L1,0.6506812403663815,Moderate
-1.7297623730902028,France,Raismes,0.373559140800044,0.0,Good,0.08992920424598927,Good,1.4641916100423746,Good,0.39165826524053404,L1,-0.5902104022109301,Moderate
-1.7296147320546027,India,Rajgir,-0.11155452571896425,0.0,Good,0.17940081172695635,Unhealthy for Sensitive Groups,0.30097877918897736,Good,-0.01809035694317141,L3,1.962735736641213,Unhealthy
-1.7294670910190026,Italy,Ramacca,0.15795306679159588,0.0,Good,1.6109465314224298,Good,-0.8622340516644199,Good,0.2095477664922205,L1,-0.16038358030366642,Moderate
-1.7293194499834026,United States of America,Phoenix,1.0742788813275004,0.0,Good,-2.2363325902591553,Good,-0.2806276362377213,Good,0.9835173861725531,L1,0.5900062314049368,Moderate
-1.7291718089478025,India,Phulabani,-0.11155452571896425,0.0,Good,0.17940081172695635,Moderate,-0.8622340516644199,Good,-0.01809035694317141,L3,1.43566511603953,Unhealthy
-1.7290241679122025,Poland,Piaseczno,-1.2973879327654287,0.0,Good,-0.08901401071594493,Good,0.30097877918897736,Good,-1.0196981000588958,L0,1.0031579368115384,Good
-1.7288765268766024,India,Pimpri,-0.11155452571896425,0.0,Good,0.08992920424598927,Good,0.30097877918897736,Good,3.0777881217781586,L2,0.6158249552435661,Unhealthy for Sensitive Groups
-1.7287288858410024,Brazil,Pindobacu,-1.0278803402548686,0.0,,-1.6995029453733528,Good,-0.2806276362377213,Good,-0.792059976623504,L0,0.35896099090489564,Good
-1.7285812448054023,China,Pingyin,-0.11155452571896425,0.0,Good,0.17940081172695635,Moderate,2.627404440895772,Good,-0.01809035694317141,L3,2.325915615584219,Unhealthy
-1.7284336037698023,Brazil,Pinheiral,-0.11155452571896425,0.0,,-2.5942190201830235,Good,-0.2806276362377213,Good,-0.01809035694317141,L3,1.826828076652133,Unhealthy
-1.7282859627342022,India,Piravam,1.5593925478465085,0.0,Good,-0.4469004406398133,Good,-0.2806276362377213,Good,1.3932660083562585,L1,-0.8090357217947867,Moderate
-1.7281383216986022,Colombia,Plato,0.8047712888169402,0.0,Good,-1.16267330048755,Good,0.30097877918897736,Good,0.7558792627371611,L1,0.48048031272144054,Moderate
